THETA_0,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
1.0,8.0,625.0,0.501612902417,0.999999997199,0.714285712285,4.0,2.0,0.0,1.0,4.6096,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1400.0,573.142857143,1200.0,617900.0,156571.428571,1200.0,3344.17356249,2570.38035297,11900.0,11900.0,11900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662374411217,0.171910438459,0.0286021853902,0.0285755443863,0.108537420548,0.500315092893,0.130751149892,0.0656,0.0192,0.77358490566,0.22641509434,0.359627811213,0.0333333333333,0.8,-0.372222222222,-0.5,-0.166666666667,0.65,0.25,0.15,0.25,1100.0
1.0,10.0,205.0,0.62886597614,0.999999991228,0.815789466528,6.0,5.0,1.0,0.0,4.61951219512,4.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,400.0,323.666666667,0.0,51900.0,18725.0,0.0,2536.61793519,1518.42250182,1400.0,2100.0,1750.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.549987969722,0.300010860029,0.0500006397392,0.0500000840216,0.0500004464882,0.505,0.229375,0.019512195122,0.00975609756098,0.666666666667,0.333333333333,0.54,0.16,1.0,-0.1625,-0.2,-0.125,0.0,0.0,0.5,0.0,758.0
1.0,12.0,218.0,0.643518515539,0.999999991525,0.822033891339,2.0,1.0,0.0,0.0,4.52752293578,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,511.0,169.2,4800.0,843300.0,226200.0,1297.71428571,3490.16307076,2338.73902555,779.0,779.0,779.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0400016023361,0.620123879338,0.0400014213542,0.259872135477,0.0400009614949,0.469259259259,-0.182037037037,0.0183486238532,0.0504587155963,0.266666666667,0.733333333333,0.375,0.2,0.5,-0.348232323232,-0.6,-0.125,0.6,0.0333333333333,0.1,0.0333333333333,916.0
1.0,11.0,504.0,0.556224898481,0.999999996711,0.726973681819,12.0,0.0,1.0,0.0,4.61706349206,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,99.0,62.6,50200.0,690400.0,405900.0,2079.26822157,3485.25705329,2926.10552055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0400005028674,0.0400000380964,0.839996015519,0.0400000894021,0.040003354115,0.54806547619,0.0123004599567,0.0357142857143,0.0297619047619,0.545454545455,0.454545454545,0.370075757576,0.05,0.7,-0.40253968254,-1.0,-0.0714285714286,1.0,0.0,0.5,0.0,5500.0
1.0,12.0,314.0,0.5870967723,0.999999994845,0.726804119965,10.0,5.0,1.0,1.0,4.9872611465,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,869.0,271.6,5700.0,843300.0,322960.0,1768.23076923,3576.33141532,2679.66317195,80.0,1500.0,993.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400004135858,0.0400003703092,0.83999674073,0.0400002946642,0.0400021807108,0.533086419753,0.192081930415,0.0382165605096,0.015923566879,0.705882352941,0.294117647059,0.361641414141,0.136363636364,0.6,-0.204444444444,-0.3,-0.155555555556,0.0,0.0,0.5,0.0,48800.0
1.0,10.0,239.0,0.571428569028,0.999999992537,0.738805964636,5.0,3.0,1.0,1.0,4.50627615063,8.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1800.0,463.375,1800.0,843300.0,228337.5,1717.60714286,5580.14285714,3182.0105542,1000.0,1000.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250044941499,0.0250052433106,0.025004476423,0.147223707088,0.777762079029,0.599908424908,0.191025641026,0.0251046025105,0.0167364016736,0.6,0.4,0.516666666667,0.2,1.0,-0.154166666667,-0.2,-0.125,0.0,0.0,0.5,0.0,1800.0
1.0,8.0,895.0,0.422551252366,0.999999998051,0.592592591437,9.0,3.0,11.0,0.0,4.43240223464,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3400.0,574.5,3400.0,690400.0,104100.0,2629.66666667,3777.80248447,3080.49712921,10000.0,29900.0,19950.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0201925479595,0.0200147614892,0.143310632913,0.0200409077718,0.796441149866,0.557080465072,0.21347934852,0.0424581005587,0.0145251396648,0.745098039216,0.254901960784,0.43014354067,0.136363636364,0.8,-0.227884615385,-0.5,-0.05,0.0,0.0,0.5,0.0,3600.0
1.0,10.0,413.0,0.516990290007,0.999999995935,0.670731704591,4.0,4.0,2.0,1.0,4.83292978208,8.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,4100.0,793.857142857,0.0,843300.0,279200.0,0.0,4100.0,2552.62203462,692.0,3000.0,1730.66666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250201091896,0.399125828412,0.151406594474,0.0250023469502,0.399445120974,0.441688311688,0.144458874459,0.0387409200969,0.0242130750605,0.615384615385,0.384615384615,0.401420454545,0.136363636364,1.0,-0.136666666667,-0.166666666667,-0.125,0.0,0.0,0.5,0.0,1400.0
1.0,13.0,461.0,0.556043954822,0.999999996255,0.749063667607,4.0,2.0,2.0,0.0,4.65943600868,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,550.0,90.8333333333,0.0,843300.0,203771.428571,0.0,4198.0,2358.65065929,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0298980483334,0.0285954191496,0.463712012918,0.0285747682329,0.449219751366,0.382568542569,0.143027859238,0.0347071583514,0.00650759219089,0.842105263158,0.157894736842,0.291178977273,0.0625,0.6,-0.116666666667,-0.125,-0.1,0.0,0.0,0.5,0.0,843.0
1.0,10.0,185.0,0.554347823074,0.999999993333,0.519999996533,4.0,4.0,10.0,1.0,4.80540540541,10.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,875.0,224.459,16300.0,843300.0,356170.0,2175.86206897,7261.34635154,4782.63131631,1200.0,1300.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200009011926,0.0203525370472,0.0200183849795,0.919627951153,0.0200002256276,0.6125,-0.273214285714,0.0216216216216,0.0324324324324,0.4,0.6,0.3875,0.3,0.416666666667,-0.41875,-1.0,-0.2,0.0,0.0,0.5,0.0,7800.0
1.0,7.0,552.0,0.414258188026,0.999999996711,0.559210524476,11.0,2.0,2.0,0.0,4.19565217391,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1100.0,322.333333333,6000.0,843300.0,380483.333333,2472.51454294,4806.23188406,3225.71165603,7800.0,7800.0,7800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333816075192,0.0333338781572,0.0333430118489,0.0333334074461,0.866608095029,0.347408568443,0.140561650993,0.0289855072464,0.00905797101449,0.761904761905,0.238095238095,0.307372159091,0.0625,1.0,-0.168333333333,-0.3,-0.125,0.0,0.0,0.5,0.0,1800.0
1.0,10.0,253.0,0.597609559372,0.99999999375,0.699999995625,3.0,3.0,1.0,0.0,5.02766798419,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,442.0,143.75,0.0,843300.0,175816.666667,0.0,3266.69858078,1772.34662817,9800.0,9800.0,9800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0334463916917,0.0333575052052,0.0333549363337,0.357482066145,0.542359100625,0.393614718615,0.201003541913,0.0355731225296,0.0118577075099,0.75,0.25,0.515151515152,0.136363636364,1.0,-0.0714285714286,-0.0714285714286,-0.0714285714286,0.0,0.0,0.5,0.0,547.0
1.0,12.0,460.0,0.50328227461,0.999999996269,0.667910445269,5.0,4.0,1.0,0.0,4.58695652174,9.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,422.0,134.69875,0.0,843300.0,199866.666667,0.0,3582.05483298,1880.78386448,812.0,4600.0,2074.66666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.802400362298,0.130098942032,0.0222226171252,0.0227830690016,0.0224950095427,0.535984230056,0.101076788291,0.0413043478261,0.0173913043478,0.703703703704,0.296296296296,0.364103440419,0.136363636364,0.7,-0.261284722222,-0.5,-0.155555555556,0.666666666667,-0.7,0.166666666667,0.7,1300.0
1.0,10.0,463.0,0.587557602333,0.999999996047,0.786561261713,16.0,1.0,11.0,0.0,4.40388768898,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,678.0,321.1,26800.0,843300.0,257120.0,3483.8067974,10329.46875,5661.17058122,5100.0,5100.0,5100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200006032874,0.0204394446862,0.0200001733117,0.719757461021,0.219802317694,0.54920995671,0.115197510823,0.0475161987041,0.0107991360691,0.814814814815,0.185185185185,0.280137741047,0.1,0.8,-0.4975,-0.7,-0.1875,0.333333333333,0.166666666667,0.166666666667,0.166666666667,924.0
1.0,11.0,608.0,0.499999999135,0.999999997253,0.64835164657,31.0,2.0,26.0,0.0,4.80098684211,10.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,577.0,230.714285714,0.0,210300.0,37720.0,0.0,3234.99171271,1324.5918704,3200.0,34800.0,19000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.744323454069,0.200687004867,0.0181945485995,0.0183265678174,0.0184684246472,0.551127521716,0.159677658942,0.0526315789474,0.0131578947368,0.8,0.2,0.374277935606,0.0625,0.7,-0.4125,-0.666666666667,-0.166666666667,0.0,0.0,0.5,0.0,1100.0
1.0,8.0,596.0,0.464944648589,0.999999997912,0.463465552268,69.0,1.0,50.0,0.0,5.06711409396,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,330.0,98.2857142857,63100.0,843300.0,361514.285714,2893.29641694,8625.89003436,5050.32066321,1300.0,1300.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714554824,0.0290142843155,0.0285717363146,0.88527100803,0.0285715158577,0.589166666667,0.014375,0.0134228187919,0.00671140939597,0.666666666667,0.333333333333,0.48125,0.1,1.0,-0.521875,-1.0,-0.1875,0.65,0.35,0.15,0.35,1200.0
1.0,11.0,268.0,0.5314960609,0.999999993902,0.615853654781,3.0,2.0,0.0,11.0,4.37686567164,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,290.333333333,5100.0,843300.0,563916.666667,1801.8,5375.99001248,3817.98152881,15600.0,17700.0,16650.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0333780292285,0.0335022289764,0.197437491233,0.702248847835,0.0334334027277,0.652751322751,0.188392857143,0.0970149253731,0.0186567164179,0.838709677419,0.161290322581,0.437087912088,0.1,1.0,-0.6775,-1.0,-0.1875,0.55,-0.35,0.05,0.35,1300.0
1.0,15.0,648.0,0.419003114612,0.999999997531,0.523456788831,4.0,3.0,16.0,0.0,4.43364197531,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,58.0,15.0,205600.0,843300.0,366875.0,3130.9585041,5747.02525498,4058.90274323,464.0,43600.0,15954.6666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0500020237152,0.0526782676802,0.0500010959403,0.797317507487,0.0500011051774,0.550156926407,0.258890692641,0.0478395061728,0.0108024691358,0.815789473684,0.184210526316,0.407439603407,0.05,1.0,-0.303571428571,-0.8,-0.125,0.0,0.0,0.5,0.0,1300.0
1.0,15.0,221.0,0.601851849066,0.999999991379,0.784482751858,2.0,2.0,0.0,1.0,3.93212669683,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1100.0,325.0,1600.0,843300.0,306900.0,1275.0,14327.5,4498.25401938,485.0,1600.0,1042.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285968345908,0.0296573848615,0.0285725380321,0.884593969561,0.0285792729543,0.648245614035,0.101315789474,0.0407239819005,0.0180995475113,0.692307692308,0.307692307692,0.530555555556,0.2,1.0,-0.6625,-0.875,-0.1,0.2,0.2,0.3,0.2,3400.0
1.0,11.0,838.0,0.442928039153,0.999999997947,0.620123202012,11.0,0.0,11.0,0.0,4.5692124105,9.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,492.0,60.625,0.0,843300.0,342255.555556,0.0,3624.2875,2689.89656172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104543515339,0.0223368625091,0.022233701949,0.0222245375273,0.828661382676,0.572714997194,0.280752715649,0.0668257756563,0.0107398568019,0.861538461538,0.138461538462,0.414677643785,0.1,1.0,-0.233487654321,-0.4,-0.1,0.1,0.3,0.4,0.3,708.0
1.0,8.0,221.0,0.593607303226,0.999999992248,0.751937978667,8.0,7.0,1.0,0.0,4.38914027149,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,441.0,186.0,0.0,690400.0,241700.0,0.0,3326.47474619,2246.24078849,918.0,4600.0,1859.71428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.590422825516,0.0333383136445,0.203275640821,0.033335126879,0.139628093139,0.449855699856,0.245472582973,0.0769230769231,0.0,1.0,0.0,0.30323083779,0.0333333333333,0.5,0.0,0.0,0.0,0.4,0.35,0.1,0.35,1200.0
1.0,11.0,263.0,0.638132293237,0.999999993789,0.801242231048,8.0,3.0,1.0,0.0,4.84030418251,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,863.0,277.166666667,2300.0,690400.0,259716.666667,1460.13333333,3253.51057333,2577.0025251,863.0,990.0,926.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595326462035,0.0333351765483,0.0333509702238,0.033334397229,0.304652993964,0.498333333333,0.216666666667,0.0532319391635,0.0190114068441,0.736842105263,0.263157894737,0.389285714286,0.05,1.0,-0.173333333333,-0.2,-0.1,0.0,0.0,0.5,0.0,1400.0
1.0,12.0,1109.0,0.444040035993,0.999999998369,0.676998367574,4.0,4.0,11.0,0.0,4.45446348061,5.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,952.0,214.6,952.0,843300.0,294090.4,952.0,3844.1969697,3039.0771847,2200.0,16300.0,9250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400007526164,0.839712796332,0.0400002497865,0.040285019187,0.0400011820783,0.554122807018,0.212556865649,0.068530207394,0.0270513976555,0.716981132075,0.283018867925,0.42666894509,0.05,1.0,-0.31001984127,-0.7,-0.05,1.0,0.0,0.5,0.0,3000.0
1.0,10.0,1081.0,0.435727787868,0.999999998403,0.630990414327,9.0,3.0,2.0,0.0,4.80296022202,10.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,568.0,219.259,8100.0,843300.0,203010.0,1814.89473684,4502.74181818,3176.93810747,6000.0,83300.0,44650.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494464201303,0.0200147653812,0.301961534727,0.0200217736152,0.163537724974,0.418751887647,0.117387747911,0.0351526364477,0.0101757631822,0.775510204082,0.224489795918,0.358336181362,0.1,0.8,-0.290584415584,-1.0,-0.0714285714286,0.0,0.0,0.5,0.0,2800.0
1.0,11.0,937.0,0.421397379453,0.999999998095,0.617142855967,19.0,2.0,6.0,0.0,4.42796157951,9.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,2500.0,635.0,0.0,843300.0,130344.444444,0.0,4890.15936255,3051.52959937,6400.0,6400.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.785177421768,0.0222369450484,0.0222497145748,0.147675511259,0.0226604073501,0.571061931266,0.21755400212,0.0661686232657,0.0160085378869,0.805194805195,0.194805194805,0.425893729926,0.0333333333333,1.0,-0.27996031746,-0.7,-0.05,0.3,0.5,0.2,0.5,3100.0
1.0,9.0,626.0,0.484245438666,0.999999997222,0.658333331505,12.0,5.0,1.0,0.0,4.6357827476,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1500.0,901.333333333,5100.0,690400.0,234833.333333,3300.0,4033.33333333,3567.392642,1000.0,6500.0,3000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.400357778742,0.398997560687,0.0673075606658,0.0666689023548,0.0666681975509,0.349161425577,-0.0039570230608,0.0351437699681,0.0287539936102,0.55,0.45,0.243446969697,0.0333333333333,0.5,-0.287808641975,-1.0,-0.025,0.283333333333,0.25,0.216666666667,0.25,1500.0
1.0,5.0,214.0,0.584905657618,0.999999992537,0.701492532078,5.0,1.0,1.0,0.0,4.84112149533,5.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,206.0,83.5,0.0,843300.0,231120.0,0.0,3572.00585344,2525.30614839,3100.0,3100.0,3100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400643664841,0.0400099378923,0.0400131943044,0.0400054398394,0.83990706148,0.385863095238,0.0712797619048,0.0280373831776,0.0420560747664,0.4,0.6,0.366666666667,0.1,0.5,-0.106613756614,-0.166666666667,-0.0714285714286,0.8,0.4,0.3,0.4,2300.0
1.0,10.0,424.0,0.543942991582,0.999999995868,0.747933881207,6.0,1.0,1.0,3.0,4.66981132075,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,803.0,187.765,0.0,843300.0,434757.142857,0.0,53288.6923077,10185.9089019,20700.0,20700.0,20700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.599718066858,0.0290501396598,0.171187032354,0.0288458397213,0.171198921407,0.601235078053,-0.151822117277,0.0330188679245,0.0330188679245,0.5,0.5,0.262711811998,0.1,0.6,-0.569047619048,-1.0,-0.0333333333333,0.5,-0.5,0.0,0.5,1000.0
1.0,11.0,350.0,0.55319148768,0.999999995763,0.648305081999,19.0,4.0,14.0,1.0,4.67714285714,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2100.0,360.0,4000.0,843300.0,236670.0,1345.92857143,4203.80990783,3082.07720318,1600.0,9800.0,5700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.332935559261,0.604392913788,0.0215780623603,0.0210844588607,0.0200090057295,0.336521464646,0.153409090909,0.0342857142857,0.00571428571429,0.857142857143,0.142857142857,0.31029040404,0.136363636364,0.5,-0.333333333333,-0.5,-0.166666666667,0.377272727273,0.0681818181818,0.122727272727,0.0681818181818,684.0
1.0,9.0,122.0,0.566666661944,0.999999988764,0.595505611286,15.0,3.0,10.0,1.0,5.6393442623,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,468.0,366.375,6000.0,69100.0,36687.5,1980.84210526,5632.14285714,2946.05483529,723.0,723.0,723.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250277510856,0.0250488355429,0.0250096636463,0.899910592741,0.0250031569837,0.592380952381,-0.261904761905,0.00819672131148,0.0327868852459,0.2,0.8,0.433333333333,0.433333333333,0.433333333333,-0.435714285714,-0.8,-0.0714285714286,0.214285714286,-0.0714285714286,0.285714285714,0.0714285714286,1100.0
1.0,9.0,1425.0,0.33877840885,0.999999998765,0.493827159884,6.0,5.0,1.0,0.0,4.70385964912,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1700.0,530.333333333,0.0,690400.0,120075.0,0.0,5178.84,2478.93380681,2100.0,2100.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251321490623,0.0250058370374,0.0250853270869,0.0250034960092,0.899773190804,0.556073091577,0.205511746447,0.0617543859649,0.0126315789474,0.830188679245,0.169811320755,0.359599813066,0.05,0.6,-0.207517636684,-0.666666666667,-0.025,0.0,0.0,0.5,0.0,6500.0
1.0,11.0,287.0,0.606382976573,0.999999994286,0.77142856702,8.0,6.0,1.0,0.0,4.83972125436,9.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2500.0,371.428571429,0.0,843300.0,261277.777778,0.0,3534.40646174,2186.35193637,1000.0,2500.0,1575.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222707181016,0.13889537454,0.0222268942242,0.0222268225491,0.794380190586,0.406949934124,0.153063241107,0.0522648083624,0.0104529616725,0.833333333333,0.166666666667,0.26203030303,0.05,0.5,-0.116666666667,-0.15,-0.1,0.477272727273,0.0681818181818,0.0227272727273,0.0681818181818,1400.0
1.0,10.0,201.0,0.656976740366,0.999999990826,0.78899081845,5.0,1.0,0.0,0.0,4.49253731343,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,27400.0,4330.57142857,2600.0,843300.0,173942.857143,2589.1357513,27400.0,6515.72539937,16600.0,16600.0,16600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287544911616,0.0286985187521,0.316222731039,0.0285738411435,0.597750417903,0.472058823529,0.191176470588,0.0348258706468,0.0199004975124,0.636363636364,0.363636363636,0.567857142857,0.25,0.8,-0.19375,-0.3,-0.05,0.15,0.15,0.35,0.15,1700.0
1.0,9.0,268.0,0.563432833719,0.999999993789,0.677018629335,2.0,1.0,1.0,1.0,4.94402985075,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,564.0,151.25,1600.0,843300.0,419175.0,1049.28571429,3584.89077289,2582.8075573,2900.0,2900.0,2900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549942830213,0.050001136295,0.300055256184,0.0500004563563,0.0500003209521,0.398135198135,-0.0341491841492,0.0149253731343,0.0111940298507,0.571428571429,0.428571428571,0.118181818182,0.1,0.136363636364,-0.305555555556,-0.5,-0.125,0.0,0.0,0.5,0.0,1400.0
1.0,9.0,277.0,0.588447651305,0.99999999422,0.739884388787,4.0,3.0,1.0,1.0,4.70036101083,9.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,903.0,375.0,3000.0,843300.0,331777.777778,1641.0,6762.875,3486.62658413,1100.0,663600.0,332350.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0222449824582,0.0222238749807,0.283005871884,0.0222229470572,0.65030232362,0.538852813853,0.119913419913,0.0180505415162,0.0072202166065,0.714285714286,0.285714285714,0.397142857143,0.285714285714,0.5,-0.333333333333,-0.5,-0.166666666667,0.0,0.0,0.5,0.0,988.0
1.0,10.0,391.0,0.479487178258,0.999999995614,0.653508769064,7.0,3.0,1.0,0.0,4.66751918159,7.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,1300.0,460.142857143,3200.0,617900.0,116171.428571,1559.08333333,6842.85714286,3173.69227081,2000.0,2000.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286146560417,0.0285721545533,0.0285819676526,0.0285715759948,0.885659645758,0.403395061728,0.0926487093154,0.0383631713555,0.0179028132992,0.681818181818,0.318181818182,0.263434343434,0.05,0.5,-0.207142857143,-0.5,-0.125,0.0,0.0,0.5,0.0,2200.0
1.0,12.0,95.0,0.7894736759,0.999999983333,0.866666652222,4.0,2.0,0.0,0.0,4.62105263158,10.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,3100.0,1013.66666667,0.0,80400.0,28370.0,0.0,8600.0,3490.2771265,1400.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.119956668205,0.719239410691,0.0200015178193,0.0222391725804,0.118563230705,0.396786042241,0.219742883379,0.0842105263158,0.0210526315789,0.8,0.2,0.384090909091,0.136363636364,0.8,-0.327777777778,-0.5,-0.155555555556,0.244444444444,0.0222222222222,0.255555555556,0.0222222222222,2400.0
1.0,6.0,431.0,0.56796116367,0.999999996377,0.670289852644,5.0,4.0,7.0,1.0,4.86542923434,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,608.0,123.655714286,12800.0,843300.0,307328.571429,2792.69923372,6053.48740577,3882.59272148,2800.0,5400.0,4100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028947289608,0.0285891936011,0.0286805763729,0.171328367435,0.742454572983,0.398625548626,0.133858858859,0.0440835266821,0.0139211136891,0.76,0.24,0.329385964912,0.0333333333333,0.5,-0.163425925926,-0.25,-0.05,0.0,0.0,0.5,0.0,4100.0
1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,278.0,143.166666667,1900.0,843300.0,313950.0,885.25,5375.99001248,3507.76680785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0333334666024,0.678051848636,0.0333333992231,0.221947880966,0.0333334045723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,1100.0
1.0,9.0,642.0,0.522314048723,0.999999997608,0.645933012809,39.0,3.0,31.0,6.0,4.81464174455,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,471.0,182.333333333,0.0,843300.0,259080.0,0.0,8676.4735062,4128.4224782,970.0,1400.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.020270478664,0.0200156963988,0.0200342578271,0.340718542449,0.598961024662,0.603852478271,0.147735662271,0.0311526479751,0.0264797507788,0.540540540541,0.459459459459,0.571937229437,0.136363636364,1.0,-0.316339869281,-0.666666666667,-0.0666666666667,0.678571428571,0.0,0.178571428571,0.0,6800.0
1.0,13.0,236.0,0.531818179401,0.999999992908,0.609929073688,20.0,4.0,0.0,16.0,4.40254237288,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,973.0,236.44875,4500.0,843300.0,446500.0,1874.6,7233.29907843,4720.17297965,1000.0,12200.0,6600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.150115225622,0.0250149813079,0.159874299279,0.515756313824,0.149239179967,0.460714285714,0.105714285714,0.0296610169492,0.0127118644068,0.7,0.3,0.397959183673,0.1,0.9,-0.441666666667,-1.0,-0.125,0.5,0.5,0.0,0.5,3000.0
1.0,12.0,571.0,0.520282186031,0.999999996979,0.709969786375,9.0,0.0,1.0,0.0,4.69527145359,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,82.0,53.1428571429,0.0,843300.0,191570.0,0.0,3459.85683297,2054.35155025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200709865859,0.020003771319,0.230481235044,0.221488531965,0.507955475086,0.453901552992,0.241701101928,0.0718038528897,0.00700525394046,0.911111111111,0.0888888888889,0.372810421286,0.0625,1.0,-0.204166666667,-0.4,-0.125,0.0,0.0,0.5,0.0,5700.0
